iter	Logloss
623	0.1633182373
624	0.163241272
625	0.1631433716
626	0.1630692596
627	0.1629724274
628	0.1628234253
629	0.1627419128
630	0.162671402
631	0.1625626831
632	0.1624693451
633	0.1624111328
634	0.1623306274
635	0.1622416229
636	0.1621346741
637	0.1620605469
638	0.1620056458
639	0.1619284973
640	0.1617457275
641	0.1616252289
642	0.161480896
643	0.1614113312
644	0.1613090057
645	0.161207489
646	0.1610766296
647	0.1610034485
648	0.1608999023
649	0.1608262634
650	0.160717041
651	0.1606239624
652	0.160528717
653	0.1604196777
654	0.1603087769
655	0.160192749
656	0.160129776
657	0.1600497437
658	0.1599716187
659	0.1598948212
660	0.1598126831
661	0.1597400208
662	0.1596352997
663	0.159505249
664	0.1594337311
665	0.159301239
666	0.1592182922
667	0.1591305542
668	0.1590297394
669	0.1589544067
670	0.158883728
671	0.1588103638
672	0.1586788177
673	0.1585453033
674	0.1584057617
675	0.1583475037
676	0.1582187347
677	0.1580863495
678	0.1580235901
679	0.157855957
680	0.1578014526
681	0.1576981354
682	0.1576029816
683	0.1575371552
684	0.1574316254
685	0.1573660889
686	0.1572438965
687	0.1571421204
688	0.1570759583
689	0.1570130615
690	0.156944397
691	0.1568738708
692	0.1567663574
693	0.1566462402
694	0.1565531158
695	0.1565068359
696	0.1564230347
697	0.1563440552
698	0.1562497406
699	0.1561687317
700	0.1560704956
701	0.155929306
702	0.1557914124
703	0.1557319641
704	0.1556483459
705	0.1555514221
706	0.155477829
707	0.1554036865
708	0.1553276215
709	0.1552365417
710	0.1551805115
711	0.1551141205
712	0.1549998322
713	0.1548679962
714	0.154792511
715	0.1547025299
716	0.1545765686
717	0.1544876099
718	0.1543363495
719	0.1542726746
720	0.1541776123
721	0.1541174622
722	0.1540397949
723	0.1539185486
724	0.1538463135
725	0.153759613
726	0.1536896667
727	0.1536049805
728	0.1535180359
729	0.1534007721
730	0.1532965393
731	0.1532016296
732	0.1531495972
733	0.1530690155
734	0.1529870605
735	0.152882019
736	0.1528029785
737	0.152737915
738	0.152654541
739	0.1525733948
740	0.1525075378
741	0.1524260559
742	0.1523429108
743	0.1522076874
744	0.1521187286
745	0.1520578918
746	0.1519371643
747	0.1519011993
748	0.151818512
749	0.1517510986
750	0.1517009125
751	0.1516320496
752	0.1515528259
753	0.1514999237
754	0.1514394836
755	0.1513579559
756	0.1512530975
757	0.1511830444
758	0.1511143646
759	0.1510051575
760	0.1509143372
761	0.1508339233
762	0.1507407227
763	0.1506704254
764	0.1505914154
765	0.1505308838
766	0.15040979
767	0.1503147583
768	0.1502601776
769	0.1501209564
770	0.1499929047
771	0.1498585815
772	0.1497915649
773	0.1496737061
774	0.1496008148
775	0.1495512695
776	0.1494459991
777	0.1493703308
778	0.1493022156
779	0.1492483215
780	0.1491737213
781	0.1490982361
782	0.1490054626
783	0.1489215088
784	0.148861145
785	0.1487947998
786	0.1487106323
787	0.1486524506
788	0.1485809326
789	0.1484864502
790	0.1484149933
791	0.148297699
792	0.1482101135
793	0.148148407
794	0.1480716553
795	0.1480133057
796	0.1479495697
797	0.1479058075
798	0.1477899628
799	0.1476751404
800	0.1476277466
801	0.1475266418
802	0.147466156
803	0.1473434753
804	0.1472324371
805	0.1471644287
806	0.1470517426
807	0.1469337006
808	0.146837738
809	0.1467404785
810	0.1467031555
811	0.1466102295
812	0.1465571899
813	0.1464624634
814	0.1464111023
815	0.1463524475
816	0.1462922211
817	0.1461966858
818	0.1461147461
819	0.1460093384
820	0.1459078522
821	0.1458533325
822	0.1457949524
823	0.1457262726
824	0.1456686249
825	0.145637146
826	0.145521698
827	0.1454605103
828	0.1454223022
829	0.145307724
830	0.1452167358
831	0.1451659698
832	0.1450475464
833	0.1450014648
834	0.144933136
835	0.1448615723
836	0.144776825
837	0.1447332001
838	0.1446404724
839	0.1445725098
840	0.1445080414
841	0.1444194336
842	0.1443595428
843	0.1443204346
844	0.1442532654
845	0.1441960144
846	0.1441325684
847	0.1440461884
848	0.1439457855
849	0.1438389893
850	0.143756073
851	0.1436934509
852	0.1436011658
853	0.1435041809
854	0.1434162445
855	0.1433062286
856	0.1432212219
857	0.1431366577
858	0.1430787659
859	0.1429959869
860	0.1429140167
861	0.1428084412
862	0.1427441864
863	0.1426721497
864	0.1425946045
865	0.1425359192
866	0.142473114
867	0.1424089355
868	0.1423296356
869	0.1422793884
870	0.1422353516
871	0.1421789551
872	0.1421026001
873	0.1420018616
874	0.1419292603
875	0.141866745
876	0.141816803
877	0.1417620697
878	0.1416980286
879	0.1416563263
880	0.1415460968
881	0.1414826508
882	0.1414048157
883	0.1413318481
884	0.141289093
885	0.141223999
886	0.1411447144
887	0.1410377808
888	0.1409888916
889	0.140942276
890	0.1408543549
891	0.1408259583
892	0.1407752228
893	0.1406841278
894	0.1405989227
895	0.1405386658
896	0.1404816895
897	0.1404211578
898	0.140362854
899	0.1402852936
900	0.1402184296
901	0.140166687
902	0.140076828
903	0.1400058594
904	0.1399307251
905	0.1399019928
906	0.1398614197
907	0.1397912292
908	0.1396874695
909	0.1396023865
910	0.1395185242
911	0.1394328156
912	0.139355423
913	0.1392903137
914	0.1392437134
915	0.1391714478
916	0.1391107483
917	0.1390646667
918	0.1389957581
919	0.1389037628
920	0.1388516083
921	0.138806427
922	0.1387489624
923	0.1386664276
924	0.1386025238
925	0.1385343933
926	0.1384732361
927	0.1384197998
928	0.1383334351
929	0.138274826
930	0.1382030945
931	0.1381578369
932	0.1381155396
933	0.1380714874
934	0.1380143738
935	0.1379352112
936	0.1378670349
937	0.13784021
938	0.1377815399
939	0.1377159576
940	0.1376771851
941	0.1376167603
942	0.1375756836
943	0.1375160522
944	0.1374702148
945	0.1374149933
946	0.1373500671
947	0.1373065796
948	0.1372649384
949	0.1372052612
950	0.1371546631
951	0.1371179199
952	0.1370605621
953	0.1369902802
954	0.136888916
955	0.1368103943
956	0.1367559814
957	0.136643219
958	0.1365522156
959	0.1364696045
960	0.1364254456
961	0.1363702698
962	0.1362837524
963	0.1362041321
964	0.1361352539
965	0.1360818176
966	0.1360337067
967	0.1359710999
968	0.135896698
969	0.1358388062
970	0.1357724152
971	0.1357246094
972	0.1356881561
973	0.1356419678
974	0.1355644531
975	0.1354645081
976	0.1354147034
977	0.1353757629
978	0.135278717
979	0.1352181091
980	0.1351320496
981	0.1350699158
982	0.1350173035
983	0.1349775085
984	0.1348843689
985	0.1348174744
986	0.13477565
987	0.1347153625
988	0.1346712952
989	0.1346000519
990	0.1345491028
991	0.1344790649
992	0.1344069824
993	0.134335083
994	0.1342851563
995	0.1342359009
996	0.1341343842
997	0.1340543976
998	0.1339620667
999	0.1338841248
